         3297113 function calls (3264112 primitive calls) in 2.553 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 {built-in method numexpr.interpreter._set_num_threads}
        1    0.000    0.000    0.000    0.000 collections.py:1921(QuadMesh)
        1    0.000    0.000    0.000    0.000 core.py:5151(__lshift__)
      144    0.000    0.000    0.000    0.000 deprecation.py:104(deprecated)
        1    0.000    0.000    0.000    0.000 ssl.py:224(_TLSMessageType)
        1    0.000    0.000    0.000    0.000 bezier.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
        1    0.000    0.000    0.000    0.000 sysconfig.py:163(_extend_dict)
        1    0.000    0.000    0.000    0.000 policies.py:379(ActorCriticPolicy)
        1    0.000    0.000    0.000    0.000 ppo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 combining.py:10(ConcaterMapDataPipe)
       25    0.000    0.000    0.000    0.000 _psosx.py:336(wrap_exceptions)
       31    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(result_type)
        1    0.000    0.000    0.000    0.000 backend_registry.py:53(register_backend)
      358    0.000    0.000    0.000    0.000 pathlib.py:102(join_parsed_parts)
        2    0.000    0.000    0.000    0.000 core.py:3937(streamline)
       77    0.000    0.000    0.000    0.000 return_types.py:9(pytree_register_structseq)
       28    0.000    0.000    0.000    0.000 rcsetup.py:52(__init__)
        3    0.000    0.000    0.000    0.000 _six.py:34(__new__)
       46    0.000    0.000    0.000    0.000 six.py:110(__init__)
        1    0.000    0.000    0.000    0.000 multinomial.py:1(<module>)
       12    0.000    0.000    0.000    0.000 core.py:5711(<lambda>)
        1    0.000    0.000    0.000    0.000 histograms.py:1(<module>)
        4    0.000    0.000    0.000    0.000 enum.py:1017(_decompose)
        1    0.000    0.000    0.000    0.000 contexts.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:1231(Arrow)
        1    0.000    0.000    0.000    0.000 _creation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rnn.py:50(RNNBase)
        1    0.000    0.000    0.000    0.000 util.py:10(<module>)
        1    0.000    0.000    0.000    0.000 stacked_observations.py:10(StackedObservations)
       21    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        4    0.000    0.000    0.000    0.000 {built-in method torch._C._dispatch_library}
      275    0.000    0.000    0.000    0.000 inspect.py:64(ismodule)
        3    0.000    0.000    0.000    0.000 _six.py:27(with_metaclass)
       39    0.000    0.000    0.000    0.000 results.py:431(__iadd__)
        1    0.000    0.000    0.000    0.000 noise.py:96(VectorizedActionNoise)
       35    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(copyto)
        1    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        2    0.000    0.000    0.000    0.000 pathlib.py:516(select_from)
       15    0.000    0.000    0.000    0.000 _internal.py:863(npy_ctypes_check)
        1    0.000    0.000    0.000    0.000 core.py:185(update_user_library)
        2    0.000    0.000    0.000    0.000 textwrap.py:233(_wrap_chunks)
        6    0.000    0.000    0.000    0.000 numeric.py:2517(extend_all)
       61    0.000    0.000    0.000    0.000 deprecation.py:159(_deprecated_property)
        1    0.000    0.000    0.000    0.000 axis.py:602(Axis)
        1    0.000    0.000    0.000    0.000 excel.py:441(ExcelFormatter)
        1    0.000    0.000    0.000    0.000 td3.py:16(TD3)
        3    0.000    0.000    0.000    0.000 rcsetup.py:410(validate_whiskers)
      235    0.000    0.000    0.000    0.000 socket.py:78(<lambda>)
        1    0.000    0.000    0.000    0.000 utils.py:112(SimpleTextIOWrapper)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 configparser.py:1310(ConverterMapping)
        1    0.000    0.000    0.000    0.000 dqn.py:17(DQN)
        1    0.000    0.000    0.000    0.000 variable.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numpy_.py:1(<module>)
      236    0.000    0.000    0.000    0.000 socket.py:83(<lambda>)
        2    0.000    0.000    0.000    0.000 lazy.py:84(__new__)
      306    0.000    0.000    0.000    0.000 __init__.py:3151(_always_object)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:94(_add_aliases)
        1    0.000    0.000    0.000    0.000 rnn.py:97(RNNCell)
       28    0.000    0.000    0.000    0.000 pathlib.py:1098(_make_child_relpath)
       90    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        3    0.000    0.000    0.000    0.000 version.py:60(_BaseVersion)
      128    0.000    0.000    0.000    0.000 rcsetup.py:66(__call__)
        1    0.000    0.000    0.000    0.000 ordered_set.py:1(<module>)
      238    0.000    0.000    0.000    0.000 socket.py:93(<lambda>)
        1    0.000    0.000    0.000    0.000 reshape.py:1(<module>)
        1    0.000    0.000    0.000    0.000 embedding_ops.py:192(EmbeddingBag)
        8    0.000    0.000    0.000    0.000 core.py:5451(__init__)
        1    0.000    0.000    0.000    0.000 bdist.py:23(bdist)
        1    0.000    0.000    0.000    0.000 _freeze.py:1(<module>)
      237    0.000    0.000    0.000    0.000 socket.py:88(<lambda>)
        1    0.000    0.000    0.000    0.000 artist.py:95(Artist)
      160    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
      111    0.000    0.000    0.000    0.000 inspect.py:1748(_signature_get_user_defined_method)
        1    0.000    0.000    0.000    0.000 mathtext.py:234(MathtextBackendPdf)
        1    0.000    0.000    0.000    0.000 adamax.py:1(<module>)
       37    0.000    0.000    0.000    0.000 inspect.py:1866(_signature_is_builtin)
        2    0.000    0.000    0.000    0.000 specifiers.py:33(InvalidSpecifier)
        2    0.000    0.000    0.000    0.000 textwrap.py:336(_split_chunks)
       15    0.000    0.000    0.000    0.000 _compat.py:36(matches)
        1    0.000    0.000    0.000    0.000 {function SeedSequence.generate_state at 0x105eb2b80}
        1    0.000    0.000    0.000    0.000 _openpyxl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 record_video.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        2    0.000    0.000    0.000    0.000 core.py:4757(_MultipleMatch)
      350    0.000    0.000    0.000    0.000 __init__.py:930(_added_new)
      104    0.000    0.000    0.000    0.000 traceback.py:272(__getitem__)
      168    0.000    0.000    0.000    0.000 expr.py:183(<genexpr>)
        1    0.000    0.000    0.000    0.000 spines.py:14(Spine)
        1    0.000    0.000    0.000    0.000 transformer.py:16(Transformer)
       19    0.000    0.000    0.000    0.000 __init__.py:1290(_to_unmasked_float_array)
        1    0.000    0.000    0.000    0.000 linalg.py:73(_determine_error_states)
       16    0.000    0.000    0.000    0.000 cycler.py:135(__init__)
        1    0.000    0.000    0.000    0.000 buffers.py:25(BaseBuffer)
        3    0.000    0.000    0.000    0.000 deprecation.py:462(<listcomp>)
       45    0.000    0.000    0.000    0.000 os.py:754(encode)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:378(StreamContext)
       11    0.000    0.000    0.000    0.000 weakref.py:105(__init__)
       67    0.000    0.000    0.000    0.000 enum.py:197(<dictcomp>)
      358    0.000    0.000    0.000    0.000 contextlib.py:376(__init__)
        1    0.000    0.000    0.000    0.000 string_.py:57(StringDtype)
       43    0.000    0.000    0.000    0.000 dataclasses.py:753(_set_new_attribute)
        1    0.000    0.000    0.000    0.000 backend_managers.py:1(<module>)
      193    0.000    0.000    0.000    0.000 typing.py:574(__hash__)
        1    0.000    0.000    0.000    0.000 util.py:50(get_platform)
        1    0.000    0.000    0.000    0.000 rnn.py:24(RNNBase)
        1    0.000    0.000    0.000    0.000 _state.py:1(<module>)
       35    0.000    0.000    0.000    0.000 deprecation.py:355(<genexpr>)
       60    0.000    0.000    0.000    0.000 typing.py:767(<genexpr>)
        1    0.000    0.000    0.000    0.000 colors.py:77(<dictcomp>)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
      595    0.000    0.000    0.000    0.000 configparser.py:1023(<dictcomp>)
        1    0.000    0.000    0.000    0.000 policies.py:86(TD3Policy)
       64    0.000    0.000    0.000    0.000 functools.py:478(lru_cache)
        2    0.000    0.000    0.000    0.000 __init__.py:154(EntryPoint)
       48    0.000    0.000    0.000    0.000 config.py:730(config_prefix)
        1    0.000    0.000    0.000    0.000 __init__.py:524(get_data_path)
        1    0.000    0.000    0.000    0.000 util.py:21(get_host_platform)
       31    0.000    0.000    0.000    0.000 numerictypes.py:356(issubdtype)
        1    0.000    0.000    0.000    0.000 colorbar.py:197(__getattr__)
        1    0.000    0.000    0.000    0.000 gridspec.py:539(SubplotSpec)
        1    0.000    0.000    0.000    0.000 patches.py:2660(ConnectionStyle)
        2    0.000    0.000    0.000    0.000 results.py:27(ParseResults)
      246    0.000    0.000    0.000    0.000 _decorators.py:348(doc)
        1    0.000    0.000    0.000    0.000 _version.py:14(NumpyVersion)
        1    0.000    0.000    0.000    0.000 __init__.py:181(LegacyVersion)
      161    0.000    0.000    0.000    0.000 core.py:1713(set_whitespace_chars)
        1    0.000    0.000    0.000    0.000 tight_layout.py:1(<module>)
       52    0.000    0.000    0.000    0.000 typing.py:804(__mro_entries__)
        1    0.000    0.000    0.000    0.000 package_importer.py:31(PackageImporter)
       15    0.000    0.000    0.000    0.000 re.py:325(_subx)
        1    0.000    0.000    0.000    0.000 logger.py:89(KVWriter)
      144    0.000    0.000    0.000    0.000 core.py:1924(__hash__)
        1    0.000    0.000    0.000    0.000 adam.py:1(<module>)
       14    0.000    0.000    0.000    0.000 _collections_abc.py:767(__contains__)
      739    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 find_file_dependencies.py:8(_ExtractModuleReferences)
      350    0.000    0.000    0.000    0.000 metadata.py:518(__init__)
        2    0.000    0.000    0.000    0.000 generic.py:150(pinner)
       87    0.000    0.000    0.000    0.000 kl.py:821(<lambda>)
        1    0.000    0.000    0.000    0.000 pickle.py:1136(_Unpickler)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:415(spec_from_loader)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 policies.py:258(BasePolicy)
        1    0.000    0.000    0.000    0.000 running_mean_std.py:1(<module>)
       14    0.000    0.000    0.000    0.000 specifiers.py:287(_require_version_compare)
        1    0.000    0.000    0.000    0.000 __init__.py:129(CallbackRegistry)
        1    0.000    0.000    0.000    0.000 _mathtext.py:763(StandardPsFonts)
      311    0.000    0.000    0.000    0.000 inspect.py:488(getmro)
        1    0.000    0.000    0.000    0.000 negative_binomial.py:1(<module>)
       26    0.000    0.000    0.000    0.000 calendar.py:58(__getitem__)
        1    0.000    0.000    0.000    0.000 spectral_norm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mathtext.py:647(StixFonts)
      316    0.000    0.000    0.000    0.000 overrides.py:128(array_function_dispatch)
        1    0.000    0.000    0.000    0.000 wishart.py:28(Wishart)
        3    0.000    0.000    0.000    0.000 numba_.py:1(<module>)
      566    0.000    0.000    0.000    0.000 typing.py:1375(cast)
        8    0.000    0.000    0.000    0.000 pathlib.py:974(__truediv__)
        1    0.000    0.000    0.000    0.000 flags.py:1(<module>)
       43    0.000    0.000    0.000    0.000 __init__.py:218(_acquireLock)
        2    0.000    0.000    0.000    0.000 __init__.py:1590(cpu_times)
       47    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        3    0.000    0.000    0.000    0.000 six.py:882(wrapper)
      242    0.000    0.000    0.000    0.000 core.py:3614(<genexpr>)
       28    0.000    0.000    0.000    0.000 rcsetup.py:64(<dictcomp>)
        2    0.000    0.000    0.000    0.000 textwrap.py:160(_split)
        1    0.000    0.000    0.000    0.000 __init__.py:298(Process)
       33    0.000    0.000    0.000    0.000 warnings.py:458(__enter__)
      478    0.000    0.000    0.000    0.000 configparser.py:1190(converters)
        1    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:264(ComposeTransform)
      638    0.000    0.000    0.000    0.000 __init__.py:2614(_reload_version)
        1    0.000    0.000    0.000    0.000 subprocess.py:1(<module>)
      195    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 difflib.py:1666(HtmlDiff)
      201    0.000    0.000    0.000    0.000 core.py:1870(streamline)
      114    0.000    0.000    0.000    0.000 TiffTags.py:26(__new__)
        3    0.000    0.000    0.000    0.000 _decorators.py:493(indent)
        1    0.000    0.000    0.000    0.000 sampler.py:203(BatchSampler)
       39    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:62(<genexpr>)
        1    0.000    0.000    0.000    0.000 relaxed_bernoulli.py:1(<module>)
        1    0.000    0.000    0.000    0.000 combining.py:416(MultiplexerIterDataPipe)
        1    0.000    0.000    0.000    0.000 functional_modules.py:1(<module>)
      840    0.000    0.000    0.000    0.000 inspect.py:2552(default)
        2    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
        1    0.000    0.000    0.000    0.000 futures.py:1(<module>)
       33    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:298(MathtextBackendPath)
        2    0.000    0.000    0.000    0.000 unicode.py:111(<listcomp>)
        1    0.000    0.000    0.000    0.000 getlimits.py:457(__new__)
        1    0.000    0.000    0.000    0.000 stateless.py:1(<module>)
     1015    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
